Words,Counts
לשתף,2
לתא,1
לתגובה,1
לתוך,1
לתוכנית,1
לתועלת,1
לתוקף,1
לתושבי,5
לתושבים,4
לתזכורת,1
לתל,1
לתלות,1
לתלמידים,1
לתמלול,1
לתעד,1
לתעל,1
לתפעל,1
לתקופה,2
לתקלות,2
לתקן,2
לתקשורת,2
לתרגם,1
לתרום,1
לתשובה,1
לתת,5
םה,1
םעמי,1
מאד,19
מאובטח,1
מאוד,32
מאוחדים,1
מאוחר,4
מאומת,1
מאופס,1
מאושר,1
מאות,1
מאותו,2
מאז,8
מאזור,2
מאזורי,3
מאזין,1
מאזרחים,1
מאח,1
מאחא,1
מאחד,1
מאחלים,2
מאחר,4
מאיזה,2
מאילת,1
מאיפה,6
מאיר,1
מאיתנו,1
מאלה,1
מאליה,1
מאליו,1
מאמאזון,1
מאמין,1
מאמינה,2
מאמץ,2
מאמצים,1
מאנדרואיד,1
מאנשים,1
מאפליקציית,1
מאפשר,1
מאקטיב,1
מארגון,1
מארוול,1
מאשר,4
מאשרת,1
מאת,1
מאתנו,1
מאתר,1
מבוגרים,3
מבוגרת,2
מבודד,1
מבוסס,1
מבוססי,1
מבוססים,1
מבוססת,1
מבורך,3
מבחוץ,1
מבחינה,1
מבחינת,4
מבחינתי,2
מבחינתם,1
מבחר,4
מבטאים,1
מבטיחה,1
מביא,1
מביאים,1
מבין,6
מבינה,7
מבינים,4
מבלבל,1
מבלבלים,1
מבלי,2
מבני,1
מבסוט,1
מבססת,1
מבצעים,1
מבקש,4
מבררים,1
מבררת,1
מגברי,1
מגדיר,1
מגדירה,1
מגדירים,6
מגדל,1
מגוריו,1
מגורייך,2
מגוריך,1
מגורים,4
מגזרים,1
מגיבה,1
מגיבים,1
מגיע,2
מגיעים,1
מגישה,1
מגישים,2
מגניב,1
מדבקה,1
מדבר,5
מדברים,1
מדברת,1
מדגם,1
מדגמי,1
מדהים,2
מדהימה,1
מדהימים,1
מדובר,6
מדוייק,2
מדויקות,1
מדוע,3
מדטכניק,1
מדי,2
מדיוקים,1
מדינה,4
מדינות,1
מדיניות,2
מדינת,1
מדיק,1
מדלג,1
מדלגות,1
מדמי,1
מדנט,1
מדרום,1
מדריך,2
מה,159
מהאופוזיציה,1
מהאזעקה,1
מהאיזורים,1
מהאפליקציה,1
מהאפליקציות,1
מהאקטיב,1
מהבהב,1
מהבהבת,1
מהבוקר,1
מהבט,1
מהגבול,1
מהגדרה,1
מהגישה,1
מהדובר,1
מהדרום,1
מההדף,1
מההודעה,1
מהוצאה,2
מהחברה,2
מהטלויזיה,1
מהטלפון,2
מהי,1
מהיום,2
מהיות,1
מהיכן,1
מהיר,3
מהירה,3
מהירויות,1
מהירים,1
מהכללית,1
מהלב,8
מהם,3
מהמאנייקים,1
מהמזרח,1
מהמחיר,1
מהמידע,1
מהמכשיר,1
מהמם,2
מהמערכת,1
מהמצב,1
מהמקרים,1
מהמשפחה,1
מהמשתמשים,1
מהן,2
מהנושא,1
מהנציגה,1
מהסביבה,2
מהסוג,3
מהעירייה,1
מהערים,1
מהצהריים,1
מהצפון,1
מהקואליציה,1
מהר,5
מהראש,4
מהרגע,1
מהרטט,1
מהרשימה,1
מהשמות,1
מהשעון,1
מהתושבים,1
מהתחום,1
מובהק,1
מובן,3
מובנה,1
מובנות,1
מובנת,1
מוגבל,4
מוגבלויות,6
מוגבלות,15
מוגבלותך,1
מוגבלת,2
מוגברת,1
מוגדות,1
מוגדר,1
מוגן,1
מוגנת,1
מודה,1
מודיעין,1
מודע,1
מודעות,3
מודעים,5
מודעת,1
מוזמן,3
מוזמנים,3
מוזמנת,2
מוזן,1
מוזר,5
מוחלט,1
מוחקת,1
מוכן,1
מוכנות,1
מוכנים,1
מוכר,2
מוכרים,4
מול,23
מולי,1
מומחה,1
מומחים,1
מומלץ,3
מומלצת,1
מונגש,4
מונגשת,1
מונח,1
מונחות,1
מונית,1
מונמכים,1
מונסון,1
מוסיף,1
מוסכמת,1
מוסר,2
מועדון,7
מועדי,2
מועיל,2
מועצה,2
מופיע,1
מוצאים,2
מוצאת,1
מוצפנות,1
מוצר,5
מוצרים,1
מוקד,5
מוקדי,1
מוקדים,1
מורידים,1
מורכבות,1
מורן,2
מושבת,1
מושג,3
מושלם,6
מושלמת,4
מושתלים,1
מותאם,1
מותאמות,1
מותר,3
מזאומרת,2
מזדהים,2
מזה,9
מזוהה,1
מזון,2
מזייף,1
מזיק,1
מזכיר,1
מזלזלת,1
מזלנו,1
מזמינה,1
מזמן,2
מזעזע,1
מזעזעים,1
מזעזעת,1
מזרח,2
מח,1
מחברי,1
מחברת,3
מחדל,1
מחדש,3
מחו,1
מחובר,4
מחוברים,2
מחוברת,1
מחובת,1
מחובתו,1
מחוץ,1
מחזיק,1
מחזירה,2
מחזקת,1
מחייב,3
מחייגים,1
מחיר,9
מחירי,1
מחירים,3
מחכה,1
מחכות,1
מחכים,1
מחליטה,1
מחליפה,1
מחלק,1
מחלקות,4
מחלקים,10
מחלקת,7
מחמיר,2
מחנות,1
מחנכי,1
מחסור,1
מחפיר,1
מחפירה,1
מחפש,4
מחפשים,1
מחפשת,1
מחקתי,1
מחר,9
מחריד,1
מחשב,2
מחשבים,1
מטבעו,1
מטולה,1
מטופל,2
מטורף,1
מטורפים,1
מטח,1
מטעה,1
מטעם,4
מטעמי,2
מטענה,1
מטפל,1
מטפלים,4
מטפלת,5
מטרה,2
מי,79
מיד,1
מידע,18
מיוחד,2
מיוחדים,2
מיוחדת,1
מיום,2
מיועד,2
מיועדים,3
מיועדת,1
מיותר,4
מיזם,2
מיחא,2
מיטיבי,1
מיידי,1
מיידית,2
מייל,4
מיילים,1
מייצגת,1
מיכאל,2
מילאתי,1
מילה,3
מילואים,1
מילות,1
מיליארד,1
מיליון,1
מיליוני,1
מילים,2
מים,1
מימי,1
מימים,1
מימין,1
מינהל,1
מיני,5
מיפוי,2
מיקום,6
מיקצועי,1
מיקצועיים,1
מירב,1
מירית,1
מישהו,17
מישהוא,1
מישהי,1
מישיבות,1
מכ,1
מכאן,2
מכבד,2
מכבי,5
מכבים,2
מכבסי,1
מכבסת,1
מכוונות,1
מכול,1
מכולם,2
מכון,1
מכונת,1
מכיון,1
מכילות,1
מכיר,12
מכירה,2
מכירים,4
מכירת,1
מכך,3
מכל,2
מכם,2
מכמה,1
מכן,1
מכניסים,1
מכסות,1
מכפר,1
מכשול,1
מכשיר,8
מכשירי,7
מכשירים,1
מכשר,1
מכתב,1
מלא,3
מלאה,1
מלאו,2
מלבד,2
מלהגיד,1
מלהתלונן,1
מלחיץ,2
מלחמה,7
מלחמת,2
מלכתחילה,1
מלפני,1
מלקויי,1
ממאן,1
ממדטכניקה,2
ממדרגה,1
ממה,3
ממהירות,1
ממהרת,1
ממוחשבות,1
ממוקם,1
ממורמרים,1
ממושכות,1
ממחיר,1
ממחשב,1
ממילא,1
ממילוי,1
ממירה,1
ממישהו,2
ממך,1
ממכבי,1
ממלאים,1
ממליץ,5
ממליצה,3
מממממש,1
ממנה,2
ממנו,1
ממני,4
ממסר,1
ממצב,1
ממציא,1
ממציאות,1
ממקום,4
ממרחק,1
ממש,38
ממשטרת,1
ממשית,1
ממשלה,1
ממשלתי,5
ממשפטים,1
ממשרד,4
מן,1
מנהל,7
מנהלת,1
מנוי,1
מנויה,1
מנויים,3
מנוסח,1
מנוסחת,1
מנושאים,1
מנותקת,1
מניח,4
מניחה,1
מנסה,5
מנסים,3
מנצלים,2
מנת,3
מנתק,1
מסביב,1
מסביר,1
מסודר,4
מסודרת,1
מסויים,2
מסוימת,1
מסוכן,3
מסוללות,1
מסומן,1
מסחריות,2
מסחרית,2
מסיבי,1
מסיבת,1
מסים,1
מסירנה,1
מסך,5
מסכים,2
מסכימה,8
מסכן,1
מסכנים,2
מסכנת,2
מסל,9
מסלולרי,1
מסמכים,1
מסמנים,1
מסמנת,1
מסןדר,1
מספיק,12
מספיקה,1
מספיקים,1
מספק,1
מספקים,1
מספקת,2
מספר,21
מספרי,1
מסקנה,1
מסקנות,2
מסקרן,1
מסקרנת,1
מסר,1
מסרבות,1
מסרה,1
מסתבר,2
מסתדרים,1
מסתכלים,1
מסתכלת,1
מסתמא,1
מסתמכת,1
מסתנכרנים,1
מעבד,1
מעבדי,1
מעבירה,2
מעבירים,1
מעבר,2
מעגלי,1
מעדיף,4
מעדיפה,1
מעדכן,2
מעדכנת,1
מעודדים,2
מעודכן,1
מעודכנת,1
מעולה,10
מעולים,1
מעולם,1
מעוניין,2
מעוניינים,2
מעוניינת,1
מעורבת,1
מעורר,5
מעוררים,1
מעט,3
מעידו,1
מעייפות,1
מעיריות,1
מעיריית,3
מעל,3
מעלייך,1
מעלים,2
מעמיעוז,1
מענה,12
מעניין,2
מעניינת,1
מענים,3
מעפולה,1
מעצבן,1
מערב,1
מערוצים,1
מעריך,1
מעריכה,2
מערך,1
מערכות,1
מערכת,3
מערער,1
מעשי,1
מעשרות,1
מפגם,1
מפגש,2
מפה,1
מפוני,1
מפז,1
מפיץ,1
מפיקוד,5
מפלטפורמות,1
מפני,1
מפספסים,1
מפקיר,3
מפריע,1
מפרסם,3
מפרסמים,1
מפשות,1
מפתחת,1
מצאו,1
מצאתי,5
מצב,11
מצבי,1
מצבך,1
מצד,3
מצדיק,3
מצה,1
מצוין,7
מצוינים,1
מצוינת,1
מצומצם,1
מצומצמת,1
מצוקת,2
מצורף,87
מצטער,1
מצטרף,1
מצטרפת,5
מציאות,2
מציג,1
מציגים,1
מצידך,1
מציין,3
מציינים,1
מציע,9
מציעה,2
מציעים,1
מצליח,2
מצליחה,2
מצליחים,2
מצלצל,1
מצער,2
מצפה,1
מצפון,1
מצרפת,1
מקבל,23
מקבלים,7
מקבלת,4
מקו,1
מקובל,1
מקובלות,1
מקווה,7
מקוטע,1
מקום,12
מקומות,6
מקומיות,2
מקומית,5
מקופחת,1
מקופסה,1
מקופת,1
מקור,2
מקושר,2
מקושרות,3
מקושרת,2
מקטלג,1
מקל,1
מקליד,1
מקנא,1
מקסים,1
מקפיץ,1
מקצבה,1
מקצבת,1
מקצה,1
מקצועי,1
מקצועיים,1
מקרה,4
מקרוב,1
מקרים,1
מראש,3
מרגיז,1
מרגיש,2
מרגישה,1
מרגישים,2
מרגש,1
מרוב,1
מרובים,1
מרווח,1
מרווחה,2
מרוצה,4
מרוצים,1
מרותקים,1
מרחבים,1
מרחוק,2
מרחשוון,1
מריבות,1
מרכז,2
מרכיבים,1
מרלי,1
מרמת,2
מרשימת,1
מרשת,1
משבש,2
משגע,1
משגת,1
משהו,25
משהי,1
משוב,1
משווק,1
משולב,1
משולבים,1
משום,3
משומרה,1
משטרה,1
משיחה,1
משינה,1
משכורת,2
משכמך,1
משלה,1
משלהם,1
משלו,1
משלוח,2
משלכם,1
משלמים,4
משלמת,1
משמעותו,1
משמעותי,3
משמעית,2
משנה,4
משנהו,1
משעון,1
משעוני,1
משפחה,5
משפחות,1
משפחתכם,1
משפט,1
משפטי,3
משפטים,2
משפיע,1
משקים,1
משקיעים,2
משקף,2
משרד,13
משרתת,1
משתדל,1
משתיקים,1
משתלם,1
משתלמת,1
משתמש,3
משתמשים,1
משתנות,1
משתנים,3
משתתפת,1
מתאחדים,1
מתאים,27
מתאימות,2
מתאימים,1
מתארגנים,1
מתארח,1
מתביישת,1
מתבלבלים,1
מתבקשים,2
מתברר,1
מתדיינים,1
מתווכחים,2
מתוחים,1
מתוך,4
מתומלל,1
מתוצרת,2
מתוקן,2
מתורגם,1
מתחבא,1
מתחבר,8
מתחושת,1
מתחייב,1
מתחילים,1
מתחילת,1
מתחמם,1
מתחרשת,1
מתחת,2
מתי,3
מתכוון,2
מתכוונים,1
מתכוונת,2
מתכונן,1
מתכתב,1
מתלבטת,1
מתלמי,1
מתמודד,1
מתמחה,3
מתמלא,1
מתמללים,3
מתמצא,1
מתמצאת,1
מתמקד,1
מתנדב,1
מתנדבים,6
מתנהלת,1
מתנצלת,1
מתנתקים,1
מתעלמת,1
מתעסקים,2
מתפארת,1
מתפלל,1
מתקבל,1
מתקבלות,1
מתקבלת,1
מתקדם,3
מתקדמת,1
מתקיים,1
מתקלקל,1
מתקציב,1
מתקשים,1
מתקשרת,1
מתריע,9
מתרשם,1
ןאם,1
נא,3
נאבד,1
נאדה,1
נאות,1
נאידה,1
נאלם,1
נבדק,2
נבהלים,1
נבחן,1
נבצע,1
נבקש,1
נגד,2
נגיד,1
נגיע,1
נגיש,7
נגישה,1
נגישות,7
נגישים,2
נגמר,2
נדבות,1
נדבך,1
נדבקים,1
נדיב,1
נדמה,3
נדע,2
נדרשת,1
נהדר,3
נהיה,1
נהלים,1
נו,1
נואשות,1
נודיע,2
נוותר,1
נוז,1
נוח,3
נוחה,1
נוחים,1
נוכל,1
נוסח,1
נוסעת,1
נוסף,1
נוספות,3
נוספים,6
נוספת,4
נועדה,2
נועדים,2
נופלים,1
נוצר,1
נורא,6
נוראיות,1
נורמלי,1
נושא,10
נושאים,1
נותן,6
נותנים,1
נותר,1
נחות,1
נחותה,1
נחזור,2
נחמד,2
נחמדה,1
נחשב,2
נחשפנו,1
נטען,4
ניב,1
ניוז,3
נייד,2
נייח,1
ניסה,1
ניסו,1
ניסוי,1
ניסיון,5
ניסים,1
ניסיתי,6
ניצלת,1
ניצן,1
ניקוד,1
נישואים,1
ניתן,27
נכבד,1
נכה,6
נכון,61
נכונה,2
נכונות,2
נכות,4
נכי,2
נכנסות,3
נכנסים,1
נכנסנו,1
נכנסת,3
נכנסתי,1
נלהבים,1
נלהבת,1
נלחמת,1
נמאס,1
נמאסה,1
נמוך,2
נמוכה,2
נמחקה,30
נמכר,1
נמצא,4
נמצאות,1
נמצאים,4
נמשיך,2
נניח,7
נס,2
נסביר,1
נסגרה,1
נסיון,2
נסיונך,1
נסכים,1
נסראללה,1
נעדר,1
נעזור,1
נעים,3
נעימה,1
נעימים,1
נעמי,1
נענדים,1
נערה,1
נערכה,62
נערכת,2
נעשה,1
נפגשתי,1
נפחד,1
נפל,1
נפלא,1
נפלאה,1
נפליקס,1
נפנוף,1
נפרד,2
נפרדת,1
נפש,2
נפשו,1
נפשות,1
נפשי,1
נפתחה,1
נפתר,1
נצא,1
נציבות,1
נציג,4
נקודה,3
נקודות,3
נקודת,1
נקודתיות,1
נקודתית,1
נקווה,4
נקנתה,1
נקרא,3
נראה,14
נראלך,1
נרחבת,1
נרכין,1
נרכש,1
נש,1
נשאר,1
נשלח,1
נשמור,1
נשמע,1
נשפר,1
נשק,1
נשתדל,1
נתגייס,1
נתון,1
נתונים,1
נתחיל,1
נתיבות,1
נתכנס,1
נתנו,2
נתפסות,1
נתקל,2
נתקלתי,2
נתרמו,1
סבא,5
סבבה,4
סביב,4
סביבה,1
סביבות,1
סבסוד,1
סגורות,1
סגורים,1
סגנון,3
סגנית,1
סדר,1
סוג,8
סוגים,2
סולומון,1
סוללה,1
סוללות,5
סוף,7
סופית,2
סוציאלית,3
סורי,1
סחיבה,1
סיבה,1
סיבוני,1
סיבכו,1
סיגניה,7
סיגריות,1
סיום,1
סיוע,4
סיטואציות,1
סייע,1
סיכוי,1
סימן,1
סימנים,7
סימנס,1
סיני,1
סיננתי,1
סיסמא,2
סיפור,1
סירה,1
סירטון,1
סירנה,1
סך,1
סכום,1
סכנה,2
סכנת,1
סל,17
סלאמתק,1
סלולארי,1
סלולרי,1
סליחה,3
סמדר,4
סמויות,1
סמך,2
סמס,5
סמסונג,1
סמסים,1
סנטר,1
סניפים,1
סעיפים,1
ספאם,1
ספטמבר,1
ספיר,3
ספציפי,1
ספציפיים,1
ספציפית,1
ספק,3
ספקים,1
ספר,1
סקר,7
סקרנת,1
סרט,2
סרטון,3
סרטוני,4
סרטים,1
סרק,2
סתימת,1
סתם,7
סתמתי,1
סתרים,1
עבד,8
עבדה,2
עבדתי,1
עבודה,5
עבודת,1
עבודתך,1
עבור,17
עבורו,1
עבורי,4
עבורכם,3
עבורם,1
עבורנו,2
עבר,1
עברו,1
עגבניות,1
עד,26
עדיין,11
עדינות,1
עדיף,6
עדיפות,2
עדכוני,1
עדכונים,2
עדכן,1
עדכנו,2
עו,6
עובד,21
עובדה,2
עובדות,2
עובדים,6
עובדת,9
עוברים,3
עוברת,1
עוד,24
עוהב,1
עוול,1
עוזר,7
עוזרות,1
עוזרים,2
עולה,9
עולות,1
עונדים,1
עונה,2
עונים,1
עונש,1
עורכים,2
עורף,2
עושה,11
עושות,1
עושים,8
עזה,2
עזר,2
עזרה,5
עטופים,1
עי,1
עידו,31
עידוד,1
עידכונים,1
עידכנה,1
עיוורים,1
עיוות,1
עייניים,1
עייפות,1
עיירה,1
עייריה,1
עיכוב,2
עימו,1
עימות,1
עימם,1
עיני,2
עינת,2
עיר,5
עירוני,2
עירוניים,1
עירונית,3
עיריה,4
עיריות,1
עירייה,4
עיריית,9
עירית,1
עירך,1
עירניים,2
עכשיו,15
על,225
עלה,1
עלו,2
עלול,2
עלולים,2
עלות,6
עלי,3
עליה,4
עליהם,2
עליהן,1
עליו,3
עליי,1
עליך,3
עליכם,2
עלינו,2
עם,122
עםולה,1
עמדות,1
עמדת,1
עמה,1
עמו,1
עמוסות,1
עמותת,2
עמלות,1
עמק,2
עמר,1
ענו,2
עניי,1
עניין,11
ענייני,2
עניינים,1
ענין,4
עניתי,1
ענקית,2
ענת,3
עסק,1
עסקי,1
עסקים,1
עפולה,5
עצוב,4
עצובים,1
עצומה,2
עצם,4
עצמאי,2
עצמו,7
עצמינו,1
עצמית,2
עצמכם,2
עצמם,3
עצמן,1
עקב,4
עקום,1
עקרוני,1
עקרונית,1
עקשן,1
ערב,5
ערבי,2
ערוך,1
ערוץ,8
ערוצים,1
ערות,1
ערייה,1
ערים,3
ערן,7
עשה,1
עשו,2
עשוי,1
עשינו,1
עשית,2
עשיתי,1
עשיתם,3
עשרות,5
עשרת,2
עשתה,1
עת,2
עתה,1
פגיעה,1
פדל,5
פה,19
פוגע,2
פודטקסט,1
פודקאסטים,1
פונה,1
פונים,4
פונקציה,1
פונקציות,1
פוסט,1
פוסקים,1
פועל,3
פועלו,1
פועלות,1
פועלים,1
פועלת,1
פורסם,1
פחות,8
פי,2
פיגור,1
פיות,2
פיזית,2
פייסבוק,1
פייק,7
פינטו,1
פיסית,1
פיקוד,60
פיקודהעורף,1
פיקציה,2
פירסום,1
פירסם,1
פירסמתי,1
פישר,2
פיתוח,1
פיתרון,3
פיתרונות,1
פלאפון,5
פלאפונים,2
פלאש,1
פלוס,7
פלטפורמה,1
פלייליסט,1
פלפון,1
פלש,1
פנו,1
פני,2
פניות,3
פנייה,2
פנימיה,1
פנינה,1
פניתי,8
פנס,1
פספסתי,1
פעולה,4
פעולות,1
פעילה,1
פעם,22
פעמי,2
פעמים,9
פעמית,1
פער,1
פצפונת,2
פקער,7
פרוייקט,1
פרוייקטים,1
פרויקט,1
פרונטלי,1
פרופורציונליות,1
פרחים,1
פרטי,4
פרטיך,1
פרטיכם,1
פרטים,6
פרטית,2
פרטנר,1
פרי,2
פרמטר,1
פרנסה,1
פרסום,3
פרסומים,1
פרסומת,1
פרסונאליות,1
פרסונאלית,1
פרסם,3
פרסמו,1
פרסמתי,2
פרץ,1
פרק,2
פרקטי,1
פשוט,15
פשוטה,1
פשוטים,3
פשטה,1
פתאום,2
פתח,5
פתחתי,2
פתיחה,1
פתרון,10
פתרונות,3
צאט,1
צבאי,1
צבע,10
צה,8
צהל,2
צהריים,1
צודק,1
צודקים,1
צודקת,3
צוות,1
צוללת,1
צומי,1
צומצמו,1
צופה,2
צופר,1
צורך,12
צורן,1
צורת,1
ציבור,2
ציבורי,2
ציונה,2
ציינה,1
ציינתם,1
צילום,5
צילצול,1
ציני,1
ציפיתי,2
צליל,3
צלצול,7
צלצולים,1
צמוד,1
צמודים,1
צמיד,12
צמידי,1
צמידים,10
צנעת,1
צפו,1
צפון,3
צפונית,1
צפי,1
צפייה,1
צפייתי,1
צפירה,15
צפיתי,1
צפצףףףף,1
צרו,2
צריך,45
צריכה,9
צריכות,1
צריכים,4
צרכים,4
צרפת,2
קבוע,2
קבועים,1
קבוצה,3
קבוצות,5
קבוצת,5
קבלה,3
קבלות,1
קבלי,1
קבלת,2
קבלתי,1
קבצנים,1
קדימה,1
קהילת,1
קהילתיים,1
קו,2
קואצרים,1
קובי,5
קובעת,2
קוד,1
קודם,11
קודמים,1
קודש,1
קווים,1
קול,2
קולגה,1
קום,1
קומפלט,1
קונה,2
קונים,5
קופ,2
קופות,3
קופח,1
קופחים,1
קופסאת,1
קופת,2
קוצב,1
קוראים,3
קוראת,1
קורה,5
קורקט,1
קושי,2
קח,2
קחו,1
קטן,5
קטנה,4
קטנות,3
קטנים,2
קטע,1
קיבל,3
קיבלה,5
קיבלו,4
קיבלנו,3
קיבלת,1
קיבלתי,9
קיבלתם,1
קיטור,1
קיים,1
קיימת,2
קיללתי,2
קיצרו,1
קישור,30
קישוריות,1
קל,7
קליטה,3
קליטת,1
קלינאית,2
קלר,7
קמ,1
קמנו,1
קמצן,1
קנו,5
קניה,1
קנייה,1
קניית,2
קנינו,1
קניתי,4
קנס,1
קנתה,1
קסדה,1
קצבה,1
קצוץ,1
קצר,4
קצרה,1
קצת,12
קקון,1
קראדי,1
קראת,3
קראתי,1
קרב,1
קרבה,1
קרדיט,1
קרה,2
קרוב,3
קרולינה,1
קריאה,3
קריות,2
קריטריונים,5
קריסת,1
קרית,4
קרמי,2
קרסה,1
קשה,4
קשובים,1
קשור,11
קשורה,2
קשיים,1
קשים,1
קשר,30
קשרי,1
קשרים,1
ראדי,1
ראה,3
ראוי,1
ראיון,1
ראית,1
ראיתי,6
ראש,13
ראשון,8
ראשונה,5
ראשונים,1
ראשי,5
ראשינו,1
ראשל,1
ראשלצ,1
ראשת,1
ראתה,1
רב,4
רבה,5
רבות,3
רבים,4
רביעי,1
רבנים,1
רגוע,1
רגועים,1
רגיל,11
רגילה,2
רגישות,1
רגישים,1
רגע,4
רדיו,2
רואה,6
רואים,2
רוב,4
רובוט,1
רובם,2
רובנו,4
רווחה,11
רוז,1
רוטט,8
רוכשים,1
רולטה,1
רונן,4
רוסית,1
רועי,1
רופא,1
רוצה,19
רוצים,16
רושם,1
רושמת,2
רז,1
רחבה,2
רחבי,1
רחובות,2
רחוק,1
רטט,45
ריב,1
ריכוז,2
רינה,3
רינת,1
רישום,1
רישיון,1
רכישה,1
רכישות,1
רכישת,3
רכש,2
רכשה,1
רכשתם,1
רלוונטי,2
רלוונטים,1
רלוונטית,1
רמת,5
רסיבר,1
רע,1
רעות,1
רעננה,1
רעש,1
רעשים,1
רפואית,1
רצו,1
רצון,1
רציתי,5
רק,77
רקובה,1
רקטות,1
רקע,1
רשויות,1
רשום,4
רשומים,1
רשות,9
רשימה,4
רשימת,1
רשלני,1
רשם,1
רשמי,4
רשמית,3
רשמתי,3
רשת,1
רשתות,1
שאביזר,1
שאברר,1
שאהרון,1
שאוכל,1
שאולי,3
שאומר,1
שאומרים,2
שאחראי,1
שאחת,1
שאין,17
שאינה,1
שאינו,3
שאינם,2
שאישר,1
שאכזבה,1
שאכן,2
שאלה,13
שאלות,4
שאלתי,2
שאם,5
שאמון,1
שאמור,1
שאמין,1
שאמנם,1
שאמרו,2
שאמרתי,2
שאנו,2
שאנחנו,3
שאני,14
שאנשים,2
שאסור,1
שאעביר,1
שאף,2
שאפליקציות,1
שאפליקציית,1
שאפשר,14
שאצטרך,1
שאצלנו,1
שאקבל,1
שאקטיב,1
שאשדוד,1
שאת,4
שאתה,10
שאתם,7
שבא,4
שבאו,1
שבאינטרנט,1
שבאלימות,1
שבאמת,3
שבגדול,1
שבה,3
שבהם,4
שבהקלדה,1
שבו,4
שבוע,8
שבועות,1
שבועיים,2
שבועית,1
שבור,1
שבורה,1
שבזמן,1
שבחרדות,1
שבחרתי,1
שבטוח,1
שבכל,1
שבכלל,1
שבמקרה,1
שבן,1
שבנינו,1
שבע,1
שבעניין,1
שבעקבות,1
שבעת,1
שבצפון,1
שברגע,1
שברווחה,1
שבשגרה,1
שבשיח,1
שבת,8
שבתוך,1
שגוי,2
שגולל,1
שגיאה,1
שגיאות,3
שגם,4
שגר,1
שגרה,1
שגרים,2
שגרירת,1
שדובר,2
שדווקא,1
שדות,1
שדיברתם,1
שדרוג,1
שהאויבים,1
שהאחריות,1
שהבינו,1
שהבנתי,1
שהבנתם,1
שהגבת,1
שהגדרתי,1
שהגיב,1
שהדס,1
שההתרעה,1
שהוא,19
שהודיעו,1
שהוזן,4
שהוספת,1
שהופך,1
שהורדתי,1
שהושקעו,1
שהחטןפים,1
שהחליטו,3
שהטלפון,1
שהיא,6
שהיה,6
שהייתי,1
שהיתה,1
שהכוונה,2
שהכי,4
שהכל,1
שהכנו,1
שהכרית,2
שהלב,1
שהלכתי,1
שהם,20
שהמדינה,2
שהמלחמה,1
שהמליץ,1
שהמעבדים,1
שהמענים,1
שהמצב,1
שהמשך,1
שהמשתמש,1
שהן,2
שהנושא,1
שהספקתי,1
שהסקר,1
שהעבודת,1
שהעלו,1
שהפלפון,1
שהצעתי,1
שהצרכים,1
שהקריטריונים,1
שהרבה,2
שהרטט,1
שהרישום,1
שהשאלה,1
שהשאלון,2
שהשעון,1
שהתחברה,1
שהתחממו,1
שהתכוונתי,1
שהתמונה,1
שהתשובה,1
שואל,1
שואלת,8
שוב,16
שוהם,1
שווא,1
שווה,6
שוחחנו,1
שולח,2
שולחים,3
שולחת,1
שום,12
שומכ,1
שומע,8
שומעים,9
שומעת,3
שונאות,1
שונה,5
שונות,6
שונים,7
שוקת,1
שורדת,1
שזה,37
שזום,1
שזכאי,2
שזקוקה,1
שזקוקים,2
שזרם,1
שח,13
שחבר,4
שחה,1
שחווינו,1
שחוזר,1
שחולקו,1
שחוץ,1
שחושב,1
שחוששת,1
שחייגתי,1
שחיים,1
שחכמים,1
שחלקן,1
שחלקנו,1
שחמאס,1
שחסרה,1
שחרד,2
שחרור,1
שחררי,1
שחררתי,1
שחרשות,1
שחשבתי,1
שחשוב,1
שטוב,9
שטל,1
שטלפון,1
שטרם,1
שי,4
שיאומי,20
שיאמי,1
שיבדוק,1
שיבוא,1
שיבושים,1
שיבחר,1
שיבינו,2
שיגיע,1
שידבר,1
שידו,1
שידוע,1
שידורים,1
שידורית,1
שידע,1
שידרוג,1
שיהונתן,1
שיהיה,18
שיואמי,1
שיוביל,1
שיוביץ,1
שיודע,3
שיוודא,1
שיווקי,1
שיוכלו,1
שיומי,1
שיושבים,1
שיותר,1
שיזרזו,1
שיחה,8
שיחות,7
שיחכה,1
שיחליפו,2
שיחלקו,1
שיחררתי,1
שיחת,2
שיטת,2
שייאיישו,1
שיידעו,1
שייך,2
שיכול,6
שיכולה,1
שיכלה,1
שילך,1
שילמתם,1
שימו,2
שימושי,4
שימנע,1
שינגישו,2
שינה,3
שינו,3
שינוי,1
שינסו,1
שינתה,1
שיעור,2
שיעורי,1
שיעזור,1
שיעזרו,2
שיעל,1
שיעלו,1
שיעסיקו,1
שיעשה,2
שיעשו,2
שיפגע,1
שיפגעו,1
שיפור,3
שיפעל,1
שיפתחו,1
שיצא,2
שיצטברו,1
שיצלם,1
שיצלצל,1
שיקום,1
שיקח,1
שיקליט,1
שיקנה,1
שיקראו,1
שיקרי,2
שיראו,1
שירות,14
שירותי,1
שירותים,1
שירטוט,1
שירים,2
שירכוש,1
שירלי,3
שיש,76
שישמע,1
שישנו,1
שישתמש,1
שישתמשו,1
שיתוף,5
שיתכבד,1
שיתקשר,1
שיתקשרו,1
שיתריע,2
שיתריעו,1
שכאלה,1
שכאן,1
שכבר,3
שכולה,1
שכוללים,2
שכולם,2
שכולנו,1
שכומתה,2
שכזה,1
שככה,1
שכל,18
שכלחייל,1
